parent_asin,train_count,scenario
B000VE69UK,19,warm
B00DQJWSRU,39,popular
B07881TBL1,67,popular
B01IOZBNBC,249,popular
B07GZT4QCB,89,popular
B003JZCF2O,29,popular
B0B9H5KXPH,13,warm
B00D78Q2AO,140,popular
B00X9KVLOM,33,popular
B017ARSJ6W,4,cold
B06XWS5XFQ,62,popular
B08B2BL5ZF,45,popular
B0BFL3F4HP,16,warm
B075F9MRFR,17,warm
B079NW5W5Q,58,popular
B08SHK5J6G,23,popular
B004J5BYTS,134,popular
B07YFY7H7J,124,popular
B0BDQ3DP2J,1,cold
B07LB75QDH,8,warm
B00KU7I83E,6,warm
B07QMQRFNP,43,popular
B08NCLWGZD,5,warm
B08C2BBLSJ,55,popular
B085TRP3DZ,7,warm
B096V87F3D,23,popular
B0BP14FP1G,21,popular
B088D8KWSM,2,cold
B072M7MF25,3,cold
B083ZZ96PT,184,popular
B09RBC2L78,22,popular
B07HFMZXR4,118,popular
B01MZ3S4W9,7,warm
B07PJ84BWL,10,warm
B00GHY5F3K,2985,popular
B07J3FMTJ4,255,popular
B07QN3X9DS,8,warm
B0BHYBC8NM,533,popular
B0C8N2Q6MJ,135,popular
B003OQVLO6,227,popular
B06Y3R2GYV,70,popular
B0BJT1PRS5,51,popular
B08D3JK7BH,35,popular
B08TW8HG3H,15,warm
B07JPGXV7C,34,popular
B07S4DJTZG,8,warm
B00T7W84FA,731,popular
B07KPGJQZ8,22,popular
B08BYWQXX6,3,cold
B09QY3YJS5,3,cold
B018BH9VBW,85,popular
B07H6FNX77,130,popular
B096G6FKZP,12,warm
B08XB3CYDT,7,warm
B08DRGJLF5,173,popular
B08371K4L4,16,warm
B0B1HD3LFD,1,cold
B09G7F78Z5,22,popular
B0074XK074,3,cold
B09XQTX48K,3,cold
B07XT1DBZ6,98,popular
B09T641Z9F,11,warm
B00UMAVIZO,85,popular
B00J586V5Q,10,warm
B084X6PP35,5,warm
B0BQ36DX3Z,2,cold
B09B5NLM2L,16,warm
B076HMN6ST,76,popular
B07HNV6SBJ,62,popular
B00LVS750S,12,warm
B00WAJT6J0,34,popular
B07NZ11MNG,44,popular
B00I5VVKQ4,191,popular
B003OUL5MU,6,warm
B0013YXE64,16,warm
B0BYSRGFKQ,50,popular
B07PQTHXW9,633,popular
B07GN9W6HS,106,popular
B09KC716VR,4,cold
B099RXPMKR,3,cold
B01D3NROZE,414,popular
B07QXRLTGG,46,popular
B09LRK3LBZ,21,popular
B06Y578268,9,warm
B01H1D98I8,11,warm
B087BZ8NLR,6,warm
B01HGEOJTK,154,popular
B08YWRPBWG,2,cold
B0C929SCCK,169,popular
B002R5AB9G,13,warm
B078XRNNDG,52,popular
B011R7ALW6,66,popular
B00M02R8CE,102,popular
B018I08618,5,warm
B087JFPT34,3,cold
B099N594M2,10,warm
B0BRN51HR4,174,popular
B0BJJCBR1X,41,popular
B0B3T848VM,16,warm
B008R79S0Q,162,popular
B0027VSSJU,304,popular
B0B8M75ZK3,1,cold
B09BHH65N2,15,warm
B077P2ZX8X,392,popular
B004MCJBJI,521,popular
B00W1UIN56,3,cold
B0C3DF1X37,26,popular
B0875NQFTG,33,popular
B07ZCKC616,13,warm
B0B27ZRH4L,5,warm
B09CTKPSVS,2,cold
B088H6L4M8,35,popular
B09QPLN5KV,4,cold
B07K9F16YG,13,warm
B07XCP3XFT,68,popular
B085FSYS9R,43,popular
B08ZSF1ZWF,1,cold
B007OR1G5U,4,cold
B0C3HGL61F,21,popular
B08QRB4SQX,98,popular
B0BHSHMJFZ,6,warm
B00CBZ8IW4,66,popular
B098QL5NTT,12,warm
B00LMHGW8O,38,popular
B09JBDSG69,15,warm
B09RXVPCR1,99,popular
B01CVDWUYW,13,warm
B0BG75H724,2623,popular
B0B5J7MLTS,961,popular
B0BHLCKL48,17,warm
B0B11T3PDB,103,popular
B01CB1QJ64,8,warm
B07RP74S3L,23,popular
B076CJ1ZD8,48,popular
B06XSW6CQP,11,warm
B08BG7J2MN,594,popular
B0BFX8BCQV,11,warm
B0827YC96D,16,warm
B09T9XNRWT,10,warm
B06XH81MWY,9,warm
B001GF1RJG,40,popular
B01ITE93TM,8,warm
B0B1ZZVC8X,72,popular
B0C58X3TGM,123,popular
B01954Q5BO,81,popular
B07H48TFZG,22,popular
B0BX2SMS61,8,warm
B07TCR1T75,115,popular
B0C9BYBJD4,11,warm
B0B45Y32B9,6,warm
B0BNVPVBXR,19,warm
B07Q49PLD2,4,cold
B08548M6FF,184,popular
B0B53L6LHC,128,popular
B096W49KBL,0,new
B0C6LNGFF1,7,warm
B08CGJ721T,243,popular
B01LYYWRHI,4,cold
B0BSQF8K7R,188,popular
B078HGFS3Z,8,warm
B07ZTQDWX8,2,cold
B0BMTNBTXY,32,popular
B0BBV96SD7,234,popular
B07DK4R55P,178,popular
B00JHKSLQ4,110,popular
B000PCEFXQ,271,popular
B00YCZYR12,6,warm
B07RV7GB8R,120,popular
B00HSSH8RU,36,popular
B0B9WS5NPG,2,cold
B07Y55FDDX,9,warm
B01HHTZK3I,7,warm
B0BDVM14WW,10,warm
B06XHYZX26,14,warm
B00XZZVVBE,28,popular
B00MX8QSLW,78,popular
B0924W8HY8,0,new
B015PG6VU6,106,popular
B0B2QX1CSL,1,cold
B0BCQ3TW3Y,3,cold
B09B9S8TGK,46,popular
B0B1B42R7S,12,warm
B088LL57K6,28,popular
B08VSJW4KN,8,warm
B011WESR1G,999,popular
B01AW5M6RC,7,warm
B00DDPZ5MW,54,popular
B094PTKL4P,4,cold
B09C3J6VV4,4,cold
B09JVKC43S,2,cold
B08BRSQ7JY,34,popular
B0BBSZCSC4,3,cold
B0043EV206,16,warm
B0BLC31ZMX,8,warm
B0956R2JPJ,10,warm
B0068WCPE8,90,popular
B07J38VMPN,483,popular
B07X69HY5K,9,warm
B004D1OBFW,77,popular
B00MN284T2,442,popular
B06XVWGGVG,10,warm
B07B4YR9HT,8,warm
B07S9W5F2L,438,popular
B008ODQVIU,50,popular
B0BGKC63VY,21,popular
B08K9CDMGB,4,cold
B08KKCMFFL,3,cold
B08ZKMMNVZ,6,warm
B00RFLGESE,268,popular
B09575N1M5,14,warm
B00I0SCD72,99,popular
B00K5WUBK2,145,popular
B08MB4RBPM,8,warm
B0BHJRY8J4,1557,popular
B09BPBX79Z,105,popular
B013TQ9R7I,3,cold
B073WC9R14,36,popular
B000KKPN5C,324,popular
B094861G7Y,13,warm
B00B46XQU0,3,cold
B0859J9NBH,3,cold
B08P8JCBB7,6,warm
B07P83ZYTH,25,popular
B09JXVGHB9,10,warm
B08JW8PD9M,16,warm
B09FQ4VLCT,17,warm
B07W737VB8,2,cold
B0BM73T3K6,319,popular
B0BNSN2F23,12,warm
B081DZJT4T,3,cold
B00P01Y26W,9,warm
B0776P49GN,99,popular
B07FYCM7S1,4,cold
B0748NSD2M,103,popular
B00Q2XNN3U,246,popular
B005KB56LW,13,warm
B075FG13MT,3,cold
B097GCJFW1,11,warm
B07SPDLZ7H,170,popular
B00CO8TBOW,231,popular
1933622725,5,warm
B004E4M7QI,33,popular
B003VSCBSM,26,popular
B08X2FNZP3,62,popular
B001IYCUM8,315,popular
B09ZNXM3VH,11,warm
B005HJMX4U,50,popular
B0BGT2WLTQ,7,warm
B0051BU418,34,popular
B0B2KRCSV3,10,warm
B0041X21V8,3,cold
B00VAOQBGC,89,popular
B06XG9WSR7,47,popular
B09TR6TKKR,184,popular
B075QC3TZY,317,popular
B01N6NPMI1,134,popular
B01HGG9ZU6,29,popular
B07DBYLMJX,29,popular
B00TSSOH4A,44,popular
B09W4DP1GV,95,popular
B07T1XRSL5,197,popular
B00XPUM50K,15,warm
B0BLNPYZV1,17,warm
B00KNR2YZ4,78,popular
B073R68MQC,172,popular
B08F8X62QG,3,cold
B06XSLHD29,3,cold
B0BLYKC992,26,popular
B00M2UIXX2,76,popular
B08146WHKN,29,popular
B00TYY8LR2,38,popular
B00EODYW6M,63,popular
B07DVNWNDH,71,popular
B07JNFR4MS,5,warm
B0BH19CSDP,77,popular
B01BH9DB58,4,cold
B0054QKF7S,8,warm
B072HRD3CY,48,popular
B075R7K7HG,21,popular
B07CCMPRCD,9,warm
B00BP4EQYG,33,popular
B01MT67O7K,73,popular
B077TJ6CGR,69,popular
B00AI8DANI,8,warm
B0BN9Y6ZDM,162,popular
B0BBMM296Y,74,popular
B07PNTR2ML,10,warm
B09L46QCW8,12,warm
B07Q7MRSBL,14,warm
B07M5N8X11,135,popular
B09T5KJBW3,36,popular
B00JO80LUI,471,popular
B098DSFTQM,535,popular
B00XM2LZDY,67,popular
B097SZZZGW,19,warm
B07HFVTFK5,34,popular
B0B5HVBK4L,208,popular
B00YBBTTYM,12,warm
B0C33TS622,29,popular
B07R3RNYQF,3,cold
B0BNMC6CC3,16,warm
B09XTWR4NQ,21,popular
B007R5KV46,37,popular
B08RRXHPRL,6,warm
B0B6BBY9K8,159,popular
B002N5JQJ6,5,warm
B004ZP74JQ,8,warm
B0BNHD2WBW,80,popular
B0789L1ZGC,10,warm
B000068O6W,5,warm
B00I054WFQ,141,popular
B01B26PIOS,21,popular
B01CUYGVWY,176,popular
B08CRXG2FW,3,cold
B00004VXNY,16,warm
B089DV2SLZ,10,warm
B08T1F82TT,20,warm
B094MSGN54,8,warm
B08GCR3DB8,16,warm
B0987138XV,20,warm
B07XPLKZ5P,38,popular
B00MRL30N4,147,popular
B00MAPE1HQ,163,popular
B09NRXXTDZ,2,cold
B084VC5711,13,warm
B000P0NX3G,107,popular
B07FW3LL84,9,warm
B07XG1WWV8,22,popular
B081YKTNT1,4,cold
B0C929C5MY,47,popular
B07XQ454HH,14,warm
B091J9GSG1,102,popular
B083K17XLH,18,warm
B0BSDKH3LY,25,popular
B00F4NYZ9K,12,warm
B08F37DB9Z,92,popular
B08SK2TQ3T,20,warm
B01BXJMBEY,7,warm
B0BJ2PMJCP,19,warm
B08LNSJFG8,19,warm
B09F3C4R3Q,17,warm
B09GVS3WBW,3,cold
B008ASF5MC,10,warm
B0BZWKN4FW,12,warm
B0BM941LLQ,15,warm
B07YDF5XQR,13,warm
B0B8C8NZQ8,124,popular
B0BBMJFZYQ,2,cold
B08QS9WTV5,6,warm
B077WBCYHV,51,popular
B0BKWM8WBZ,6,warm
B09X1P5XX6,101,popular
B00EVAQFIG,6,warm
B07W8FX77V,11,warm
B08MZYC87S,1,cold
B091964YKR,192,popular
B0C7KLM8L2,712,popular
B08MQKHGVN,69,popular
B0BBR2G28K,41,popular
B075MFD6H3,6,warm
B08GSGPKNB,6,warm
B00HZA6DYK,93,popular
B0C32V5TP1,54,popular
B08R72LPNQ,4,cold
B08RMM83V4,13,warm
B08RDX61MZ,3,cold
B085RVS6MW,6,warm
B086TM9X86,40,popular
B083NC7SCB,27,popular
B010OPRNW8,111,popular
B08F8QQ7HF,25,popular
B07D7KRQBM,2,cold
B09MTBHKTW,10,warm
B00880RNOU,4,cold
B09R1C9QV5,6,warm
B0B5ZTLWCH,19,warm
B074PWW6NS,145,popular
B019WJROSK,240,popular
B07Q8QVCNZ,9,warm
B07QPTYSPP,12,warm
B0796T7FVB,39,popular
B00N02BAV8,133,popular
B07RYZ6SX4,22,popular
B00CV9MMUE,24,popular
B07Z4RY8NH,23,popular
B01AKW1ZLK,168,popular
B0140UAD20,33,popular
B09GTYG9MM,2,cold
B0033P04AK,6,warm
B06XS33J2N,30,popular
B099RH4LQL,4,cold
B08MQ4MG9D,10,warm
B079VXT54Z,81,popular
B0C1NRQ9DQ,3,cold
B009ZQKMDA,341,popular
B0BQ31F41H,46,popular
B01EW36GRG,25,popular
B016UZDYP6,38,popular
B09Q3D2WS2,20,warm
B003QAS1CK,14,warm
B00AVWKUXE,376,popular
B00R57G2IK,13,warm
B017N7DB12,9,warm
B00BEGFOA0,28,popular
B083TQNCQC,105,popular
B0013PSOVI,19,warm
B07DN8274B,6,warm
B0BTKC9KX9,22,popular
B0BJQ5VZLW,4,cold
B06WP4L3D7,151,popular
B0842QWT32,10,warm
B08D9M6945,4,cold
B088K4KV8B,9,warm
B09YNK7J4F,8,warm
B06X16Z7DZ,650,popular
B09B3DGRMQ,50,popular
B00EKKDRTM,28,popular
B0BJKHGX2C,19,warm
B0BPFZ3HGK,74,popular
B06XHRQB8Q,28,popular
B0B4BP5WSY,44,popular
B00AVYNS7M,187,popular
B07D14LBBG,3,cold
B0B4YTWLPD,16,warm
B08QVFY58M,14,warm
B08GPM4V84,39,popular
B00N41USGS,104,popular
B07D73HMVR,224,popular
B09SZBNLCF,3,cold
B0B41VT27C,0,new
B0C1B74193,73,popular
B0BBGC3WL2,9,warm
B07JWGZ6SD,59,popular
B09FDZ9559,124,popular
B00YFC2IQ8,110,popular
B06Y5KTYL4,34,popular
B089GLSCZX,4,cold
B076X3GSMH,39,popular
B015WAH6KY,13,warm
B09DBTDWB1,30,popular
B07C251M3W,18,warm
B07SM62V5R,6,warm
B0C7C1JLK8,119,popular
B0BM9499JZ,75,popular
B00WUI8ZWA,534,popular
B00DQIEJ64,34,popular
B0B827FJM6,17,warm
B09Q6D6XHG,43,popular
B075FHNZC8,17,warm
B09M7V2J8Z,33,popular
B08TVPP4PC,7,warm
B00IHUWW06,391,popular
B098R9JB2G,5,warm
B07F3XMG74,230,popular
B075BSP5X3,15,warm
B0BYNN9S2J,5,warm
B00E363R02,444,popular
B00IJ124HY,5,warm
B08P8VBDD7,85,popular
B09NQ37MSW,103,popular
B0BBQ2Y8G5,25,popular
B07NTRRGKS,12,warm
B01955JERU,3,cold
B079RWZNMN,31,popular
B09WMYKTBG,0,new
B07ZJKRYRD,7,warm
B01N6ACK12,17,warm
B00RMYVW4K,85,popular
B002IKLJVE,175,popular
B0BMG2CFV8,34,popular
B07F84FRVX,56,popular
B0BSMN4SDM,39,popular
B07ZZ5YDYQ,6,warm
B09N97YBZC,9,warm
B08FX1D9FY,5,warm
B081SSKKGN,10,warm
B0BC6B8DBG,5,warm
B083QH2D6G,8,warm
B0BJNSB1DM,10,warm
B0BY8WSJX1,3,cold
B09XHMP6T3,13,warm
B07DK98LL9,66,popular
B00A3OVG4W,22,popular
B008I65U44,18,warm
B004LRO7FW,25,popular
B07GDWKVF5,8,warm
B077JMLGMG,14,warm
B08WZ2H6B5,10,warm
B00KG74OZE,316,popular
B001C20816,242,popular
B07M6X6Q37,35,popular
B0006VT1TY,23,popular
B001G445Q4,153,popular
B00EH2P3HC,8,warm
B095T3D9QR,3,cold
B005FULSVK,5,warm
B0C3RN326Q,123,popular
B07VWP4FLG,44,popular
B08VNF5Q4M,15,warm
B010EYIAV2,17,warm
B010B3KDSO,28,popular
B0BQHNB35H,10,warm
B0BFXPQ38S,87,popular
B01LYHEC16,414,popular
B09F9DTH7C,33,popular
B08M5SHXVL,8,warm
B07DT9D1VL,20,warm
B07LBLX61K,13,warm
B082LXJ5WT,162,popular
B09H6ZKZ3G,6,warm
B0C3X61R1F,253,popular
B01J7JJP5A,11,warm
B01LZRBOME,102,popular
B08C97QZHK,1,cold
B0985LF8XT,11,warm
B000F5JHSQ,24,popular
B07TFLSJ2Y,4,cold
B0866B845C,7,warm
B00DY1VR2W,17,warm
B09NBDS8K6,23,popular
B07T643HJS,7,warm
B0C3VHS7LX,39,popular
B07QNLGB9D,11,warm
B0B6MJ189Y,6,warm
B07K2PBZ5Z,8,warm
B081W6619K,15,warm
B00AR0ASF0,4,cold
B09GFYGL41,10,warm
B00DQJTYGS,590,popular
B0B38S1DRB,39,popular
B07D7W8LLM,11,warm
B00KB7IS1K,28,popular
B01MZ62K4N,40,popular
B00PFQPX5Q,6883,popular
B07H8X5ZTG,99,popular
B0BJ6G12FW,73,popular
B00RDVD3VW,7,warm
B00AY922TY,8,warm
B09NBZHRQK,27,popular
B0BCF5DLWV,29,popular
B008I636D6,251,popular
B0B58XNL52,145,popular
B09GM4QB4L,4,cold
B09B79T2Q8,12,warm
B0B1HGFVRS,14,warm
B0096I2DNE,159,popular
B0046TJG1U,1195,popular
B07JVK8J97,31,popular
B07F2VXLT2,25,popular
B09YT45KMQ,2,cold
B07GRXDZCF,210,popular
B0B8F6N55J,70,popular
B098PJNWKD,6,warm
B082KB6D9N,9,warm
B0722KP85C,5,warm
B09SBMZMFQ,87,popular
B0051VVOB2,5989,popular
B00007CW54,22,popular
B0C7CYBFSS,11,warm
B0919ND98D,11,warm
B007X3D9BY,4,cold
B08V54TGD8,18,warm
B07GDTFW5Z,5,warm
B08B13454X,5,warm
B00JOT191C,47,popular
B0C8NJYC66,72,popular
B08T75BQQY,34,popular
B001CF60R4,42,popular
B0BWRQ7PW5,4,cold
B0BBLXRGQC,5,warm
B0BVM7MMR4,8,warm
B0B1JMK2YK,61,popular
B00L3N5M3S,27,popular
B06WD2MWBS,8,warm
B09WJJF4PR,128,popular
B0871K9B6S,54,popular
B07R853R1P,38,popular
B0CGRSCPPZ,5,warm
B0B9G4R71V,63,popular
B01AU5YZ46,27,popular
B07B2T3MRF,5,warm
B000AQ8OFC,9,warm
B09G2SP42N,137,popular
B081391P4D,3,cold
B0787Y8LGG,25,popular
B08PV132WJ,18,warm
B00HWEURTG,7,warm
B003LR9352,101,popular
B0829BL1HR,135,popular
B0BDVVP4JD,27,popular
B00WUH1CLC,32,popular
B01KJ0M26A,37,popular
B00GUQJZCW,181,popular
B07RS4ZQQR,104,popular
B081TTX1Y6,1102,popular
B014JA3U1C,148,popular
B083P3B5VC,2,cold
B004ILVWJA,43,popular
B094GDWJKZ,32,popular
B094V36L6Q,350,popular
B009AZSYC2,78,popular
B013CWN8FQ,69,popular
B08NBBFNMY,79,popular
B01BBCPA9G,46,popular
B08LVR59WH,34,popular
B0BN76HCR2,9,warm
B08SM8NG59,8,warm
B08V1HJWC8,19,warm
B01N6N46EY,19,warm
B0B2R7WBHY,25,popular
B07DNMKVSL,126,popular
B01G1PB272,4,cold
B0C33R741T,23,popular
B01CGGOXWQ,72,popular
B0952ZH138,45,popular
B07L4XW6G1,8,warm
B0BSRMK724,325,popular
B00GY0UB54,371,popular
B0971F92Q1,28,popular
B08DQVFBD4,76,popular
B07H6HK9KL,10,warm
B07NYKD5FT,20,warm
B076H453VG,35,popular
B0C4B7F85B,3,cold
B0BDRBLZMJ,1,cold
B0895N1RS2,75,popular
B07Q38SM3W,14,warm
B07FGFNZG8,32,popular
B01MF4HU0Z,12,warm
B0BHZ6CT2C,25,popular
B09VPGTVBZ,22,popular
B007U1X28Y,139,popular
B09Z21KDYK,11,warm
B00SNA9NN4,38,popular
B07P374FF3,8228,popular
B07PWDYNNP,32,popular
B093KTV796,19,warm
B07PQ73N6Q,40,popular
B00R8FNUVQ,13,warm
B0871X7YY9,11,warm
B00RV3RHX2,200,popular
B07X3VBJNR,50,popular
B0C9ZVB9N7,6,warm
B07VQ75T1F,7,warm
B008CFP046,178,popular
B074KSHY2N,182,popular
B08B3V5325,3,cold
B008J0ZQCU,24,popular
B08G4TW8RV,15,warm
B06XKPF8K8,15,warm
B07C237QZM,9,warm
B08TGPGHQD,5,warm
B00XPT56HU,41,popular
B014LPEUUK,28,popular
B082HHZ11Q,5,warm
B01MTS5D0X,98,popular
B00COQIKB4,38,popular
B08YLML33Z,218,popular
B01FNKDSAA,5,warm
B07V1M5YJP,3,cold
B07HYKMSC1,9,warm
B098L1QK3G,727,popular
B0BDY6YHB9,18,warm
B07XXVVNDB,97,popular
B00IAELTLM,24,popular
B0010WQW7M,4,cold
B07J5DWSG2,11,warm
B08L11NCH3,18,warm
B08XBXGN61,7,warm
B0C4V2WZN4,10,warm
B0B1DBFRWL,4,cold
B09ZTVKTCW,17,warm
B08Q366LBZ,5,warm
B082W8JX6R,46,popular
B08S3YLH3L,28,popular
B00DN3J03O,370,popular
B00LMF41IY,197,popular
B00N728RPS,23,popular
B0972H6J4S,8,warm
B01FRLCVKI,15,warm
B00PVDVYIS,158,popular
B01HWWFYKO,22,popular
B09Q2YFXGK,4,cold
B0C72LZYQY,32,popular
B01DDFQL4C,13,warm
B08DCX834V,32,popular
B07FVW1CFR,8,warm
B00S59GJKI,18,warm
B01CGGW918,73,popular
B08X6LYPHK,33,popular
B07L5JT4QQ,21,popular
B002X8I27U,41,popular
B07VT4P7DH,79,popular
B07QWL7CB2,38,popular
B000OQTVOG,15,warm
B094X3L867,14,warm
B09CF2DK5S,28,popular
B07FMN8ZZ2,4,cold
B00M4QAS14,291,popular
B00DSPZPRW,4,cold
B01IP455TS,11,warm
B07BB7X88Y,72,popular
B071FT358G,16,warm
B07YX379KP,26,popular
B089YWT1FP,3,cold
B0BQV82CPL,1,cold
B08TVZK8D6,31,popular
B06Y2B42N4,6,warm
B00OHD2DDI,53,popular
B09FLGDRMZ,197,popular
B08VGNNYSG,10,warm
B0C3RCQ5BY,43,popular
B07CQMHQFV,31,popular
B097DJRPWX,26,popular
B0751MVJVH,7,warm
B0C1M5PCYM,8,warm
B0775RJCV7,13,warm
B0C4H841XY,236,popular
B01N4X29NI,5,warm
B00TZG4LX2,16,warm
B07JJ1ZP6T,269,popular
B0010GAZLW,9,warm
B00UKV5YDW,285,popular
B076RVWJ42,113,popular
B0158SZZOY,295,popular
B00O1RTQJE,2468,popular
B079ZPK4V2,128,popular
B009CA7G92,177,popular
B00B65J5VI,13,warm
B098JK5LTQ,7,warm
B0C9JFJMM3,48,popular
B0146GFE0E,21,popular
B002JH3TW8,84,popular
B08MRTZWJ5,1639,popular
B0BJVBKHW2,12,warm
B007772TTO,45,popular
B0089LR7V2,44,popular
B0725LLH2W,8,warm
B0923YN4R1,6,warm
B0921QRQRZ,9,warm
B09T8P6CT4,115,popular
B09GV1BW23,4,cold
B081SJLDKK,41,popular
B095Y9D3ZB,3,cold
B08PFW1S1V,1566,popular
B00N9KM9SY,52,popular
B07M7JNVMK,5,warm
B007WT9UXA,89,popular
B0BNJMH7WJ,30,popular
B08FZ7G853,2,cold
B01GUIEFJC,625,popular
B01IMRAKRK,33,popular
B014EOKHNM,20,warm
B01FZUV5EE,5,warm
B00BJAKBMM,21,popular
B00PBWS52W,231,popular
B08FS737MK,101,popular
B08MKZXGBY,87,popular
B01FG7OGHY,56,popular
B005QT6F0E,1004,popular
B08SL8BH43,4,cold
B00ROSG690,10,warm
B0CCLRM1V9,151,popular
B07VS5BH65,33,popular
B08M1VJHVD,42,popular
B0C4WRZ5TH,19,warm
B004556RB2,15,warm
B09ZXXPQRV,14,warm
B08H5RXRPG,20,warm
B001RQ9XUY,16,warm
B0B5697VD4,5,warm
B00BFDETS0,40,popular
B07M7V5LKZ,46,popular
B00HC3YXWY,13,warm
B0C5R789NJ,45,popular
B00ZUTMRJS,7,warm
B08SWM9F75,34,popular
B0BDKM3TTF,81,popular
B097T7611B,231,popular
B07C5QKNRV,7,warm
B07J5HSXKQ,69,popular
B08DRMS57Y,54,popular
B07ZJ3NB5Y,3,cold
B07C582FJQ,60,popular
B0BJQN18SV,9,warm
B0BB2CPXDG,5,warm
B0B46B3HBY,7,warm
B07FHL3HCZ,10,warm
B096P991VY,11,warm
B002N3MM6W,326,popular
B09M6YBTC7,93,popular
B0BVD7QVY1,6,warm
B07XKSRJTJ,12,warm
B08QYYDT7B,2,cold
B077Y6CKYR,133,popular
B08L4JKWR3,4,cold
B00FCLG65U,759,popular
B07THX4M6V,2,cold
B07W7G23ZD,30,popular
B081ZPMWX8,4,cold
B0BDF1MVFM,946,popular
B0922XYHD2,94,popular
B0719GXB3G,19,warm
B07KWXHLWT,47,popular
B09MYRRGBZ,0,new
B07FPG94RP,673,popular
B019TZZYR0,16,warm
B0883DTP6L,85,popular
B0BDLBY1DQ,23,popular
B092W7CYM7,8,warm
B0BQMX8XZV,2,cold
B00GT2B4R6,94,popular
B09BN75L3P,39,popular
B08GKW7H1C,4,cold
B073SZV9VJ,7,warm
B09C96B5FR,11,warm
B09LVZ98WW,16,warm
B003H35CKA,61,popular
B01HFOJUKY,87,popular
B0892TBYP9,69,popular
B09KCHPFMX,45,popular
B06XS1J91V,128,popular
B00MMNPBM0,44,popular
B07XN1BMFN,32,popular
B07TL796GS,5,warm
B09NYC3G1F,4,cold
B002EL4MYI,11,warm
B08TQGQ8QS,12,warm
B01H5D0I1A,72,popular
B078W4T2SS,52,popular
B00XJP6E58,59,popular
B07X23N387,183,popular
B00VUEOJ4S,30,popular
B0BZ8ZQTQV,3,cold
B01M2XK6BV,21,popular
B08P2PGTKN,7,warm
B01HO29B06,99,popular
B0BRVC1FPW,9,warm
B098NDGWL2,13,warm
B0BHVXNDSJ,26,popular
B09MCNG94C,3,cold
B075CP6JJS,48,popular
B07SKVJMC1,4,cold
B07GZH9T98,7,warm
B08F4RZXNG,538,popular
B088B7D3YD,4,cold
B07H5V6XMX,41,popular
B0BKGQMSCY,4,cold
B0C1WPK2FB,32,popular
B09XV755TF,122,popular
B000W2MW7U,64,popular
B07TXXDTSW,12,warm
B07MX1LDQM,13,warm
B09TQ5F1TC,6,warm
B07JNT5XLX,302,popular
B00LUF3DOY,328,popular
B07QWPVZJY,1797,popular
B07G5VP34D,7,warm
B01DN7NZPI,222,popular
B0BJCP9SWN,14,warm
B079RL1YDH,36,popular
B00VMPVQDC,242,popular
B0BLSKHH4M,2,cold
B00AQBOW16,5,warm
B07ZF93L2L,8,warm
B09C1GQ3KL,7,warm
B09DFBDW53,6,warm
B0081APAOW,7,warm
B07SGRBVB7,40,popular
B09SDC3KTZ,34,popular
B016R3HC7W,6,warm
B07Z8N32LM,8,warm
B09V4BQ12N,3,cold
B099RZ2B97,3,cold
B0BSTS2XPB,95,popular
B07Z45N5VB,144,popular
B09B18RFSL,5,warm
B07C5TL5T5,37,popular
B09W9YLC85,75,popular
B0BJT8CGR6,6,warm
B09F3H9RRY,83,popular
B09HKYS1JV,1,cold
B005LLYEWI,6,warm
B07L1RJD1D,19,warm
B016SIF8JK,30,popular
B07WJJ7TWY,17,warm
B0BF53DT5Y,7,warm
B0BG3GN5WC,10,warm
B08SGQBSMP,0,new
B07Y6GG6LD,44,popular
B0BPRZFTQ2,109,popular
B0927DMB3L,49,popular
B09Z2LR17L,11,warm
B07GM9RRFV,5,warm
B00BCNHTDK,3,cold
B07TCCZDWV,44,popular
B0BXLZL8SB,37,popular
B00VXS8E8S,712,popular
B01KDYSH9I,4,cold
B08H7114SF,4,cold
B004I6CYXI,178,popular
B0B3J7KCQ9,15,warm
B074Z7WGN8,11,warm
B07TCH1PBC,115,popular
B0B93DXH89,104,popular
B01LXV001A,96,popular
B07CGS3YVT,14,warm
B08NZ2P1PJ,3,cold
B0757KM495,39,popular
B00365EBGK,15,warm
B09KQC7Z4S,1605,popular
B0C36YXYCJ,52,popular
B00U7Q6OBG,10,warm
B00OGIA71E,34,popular
B0BLYV4LG3,88,popular
B0089NLY0K,57,popular
B06XCNT3PZ,47,popular
B09B342CMN,3,cold
B07BSDFLV5,28,popular
B0854HF1DD,141,popular
B08RHDMWDH,11,warm
B07FCGSH89,19,warm
B00PNKRVZY,47,popular
B09ZV2LJ67,48,popular
B08XJGG2YX,13,warm
B09KJPX6JD,0,new
B07RM4JFPT,31,popular
B01DU67QZM,615,popular
B01GZRIJRC,21,popular
B0BVM7MMGR,80,popular
B0735WV3T5,70,popular
B08BRDYP9H,1,cold
B081P11LJS,18,warm
B00K17MZ3M,14,warm
B08PCN57FD,16,warm
B00GBHS1E8,35,popular
B07SFDBLL7,109,popular
B08QHJ329L,6,warm
B08S2PB3GD,7,warm
B089XWSDFY,125,popular
B09M3VNNXR,7,warm
B076HKCRNG,161,popular
B0BC28PY1P,20,warm
B07JGC6K62,5,warm
B0B1PXKFH7,58,popular
B00OC4ZOSI,9,warm
B085M37G1P,24,popular
B09LHHJ1M5,36,popular
B09V4KBRW6,52,popular
B007R5YGII,145,popular
B082SW81WD,328,popular
